Model_Id,Epoch,Valid_Acc,Loss
3.0,0.0,0.8634920624648633,0.32701119780540466
3.0,1.0,0.9054421763841798,0.18818418681621552
3.0,2.0,0.9047619045456521,0.25073644518852234
3.0,3.0,0.9122448982294995,0.06259088218212128
3.0,4.0,0.9274376419936718,0.05229001119732857
3.0,5.0,0.9281179130753152,0.024041354656219482
3.0,6.0,0.9376417236263249,0.011057483032345772
3.0,7.0,0.9308390025378895,0.01333845779299736
3.0,8.0,0.9267573698848284,0.011836390011012554
3.0,9.0,0.9204081632923377,0.05317772924900055
3.0,10.0,0.9358276646694088,0.003599822521209717
3.0,11.0,0.9424036283882297,0.00025229237508028746
3.0,12.0,0.9303854877986605,0.02545919455587864
3.0,13.0,0.9274376419936718,0.0780327320098877
3.0,14.0,0.9476190465918474,0.042923372238874435
3.0,15.0,0.9392290241864263,0.0039681741036474705
3.0,16.0,0.9471655331501344,0.0020815457683056593
3.0,17.0,0.9526077100208827,0.046052247285842896
3.0,18.0,0.9473922905197489,9.077063441509381e-05
3.0,19.0,0.9331065752068345,0.0026834290474653244
3.0,20.0,0.9446712010571746,0.00798141397535801
3.0,21.0,0.9365079362646522,0.004867370240390301
3.0,22.0,0.9498866215855086,0.0003742413828149438
3.0,23.0,0.9544217689777988,0.0003847625630442053
3.0,24.0,0.9340136044149766,0.006158231757581234
3.0,25.0,0.9417233562793862,0.0004668099863920361
3.0,26.0,0.9514739231728102,0.03424079343676567
3.0,27.0,0.9498866215855086,0.0141139542683959
3.0,28.0,0.9458049889324474,0.007240116596221924
3.0,29.0,0.9489795908095344,0.0005465306458063424
3.0,30.0,0.947845805258978,0.0009889851789921522
3.0,31.0,0.9485260760703055,0.0005870363092981279
3.0,32.0,0.9526077100208827,0.00015553274715784937
3.0,33.0,0.9462585023741603,1.9288063413114287e-05
3.0,34.0,0.9521541952816537,0.08144388347864151
3.0,35.0,0.9444444434172442,0.0004033650038763881
3.0,36.0,0.9310657588803039,0.013542390428483486
3.0,37.0,0.9471655326365344,9.242332453140989e-05
3.0,38.0,0.947845805258978,0.015046401880681515
3.0,39.0,0.9528344673904973,9.581148333381861e-05
3.0,40.0,0.9492063484494648,9.733754268381745e-05
3.0,41.0,0.9374149662567104,0.0018737607169896364
3.0,42.0,0.9471655318526183,0.000357520068064332
3.0,43.0,0.9408163268009281,0.0009753137710504234
3.0,44.0,0.9485260768542214,0.02440742775797844
3.0,45.0,0.9448979594539894,0.07522967457771301
3.0,46.0,0.949206349476665,0.00019112341396976262
3.0,47.0,0.9324263036115911,0.006835221312940121
3.0,48.0,0.9535147389857407,5.006280116504058e-05
3.0,49.0,0.948299319998207,7.811871182639152e-05
