Model_Id,Epoch,Valid_Acc,Loss
4.0,0.0,0.8535147392560565,0.39986491203308105
4.0,1.0,0.9013605439744028,0.14168988168239594
4.0,2.0,0.9260770977759848,0.03552405163645744
4.0,3.0,0.9115646248231399,0.09731058776378632
4.0,4.0,0.9281179130753152,0.013811872340738773
4.0,5.0,0.9299319717619154,0.08621780574321747
4.0,6.0,0.9376417236263249,0.0028808857314288616
4.0,7.0,0.9471655323932501,0.005422052927315235
4.0,8.0,0.944444444011939,0.020303765311837196
4.0,9.0,0.9251700673243897,0.021413195878267288
4.0,10.0,0.940136054205516,0.012821419164538383
4.0,11.0,0.941496598693519,0.006649594753980637
4.0,12.0,0.9394557812857249,0.1393030732870102
4.0,13.0,0.9387755097175131,0.005417513661086559
4.0,14.0,0.9358276636962718,0.014063901267945766
4.0,15.0,0.9351473918577441,0.04476948082447052
4.0,16.0,0.9401360533945685,0.0021681254729628563
4.0,17.0,0.9535147394993408,0.0016875851433724165
4.0,18.0,0.9396825389256553,0.0015645583625882864
4.0,19.0,0.9424036279016611,0.0219124648720026
4.0,20.0,0.9478458042317778,0.004393442068248987
4.0,21.0,0.9464852597437748,0.0004089614376425743
4.0,22.0,0.9496598634590097,0.0021228238474577665
4.0,23.0,0.9537414968689553,0.004054727032780647
4.0,24.0,0.9523809518943839,0.005842973943799734
4.0,25.0,0.9448979589403892,0.0004847137024626136
4.0,26.0,0.9460317457884617,0.01481685508042574
4.0,27.0,0.9412698405129569,0.012109802104532719
4.0,28.0,0.9414965981528872,0.030256841331720352
4.0,29.0,0.9476190476731108,0.00050959741929546
4.0,30.0,0.9496598637022939,0.0011761004570871592
4.0,31.0,0.9537414966256711,0.0002192268439102918
4.0,32.0,0.9492063492333808,0.0033676419407129288
4.0,33.0,0.9453514739499341,1.7280008250963874e-05
4.0,34.0,0.9448979592107051,0.0006296196370385587
4.0,35.0,0.9553287982129727,7.75739608798176e-05
4.0,36.0,0.9507936503070823,0.000822153058834374
4.0,37.0,0.9526077095343142,8.741899364395067e-07
4.0,38.0,0.95147392265921,0.004065700341016054
4.0,39.0,0.957596372152402,0.03403225541114807
4.0,40.0,0.9448979594539894,4.023031942779198e-05
4.0,41.0,0.9596371874517324,0.0011992193758487701
4.0,42.0,0.9439909299755312,7.898337207734585e-05
4.0,43.0,0.9485260768542214,4.366543180367444e-06
4.0,44.0,0.9489795915934505,0.007834774442017078
4.0,45.0,0.9555555553122713,7.915547757875174e-05
4.0,46.0,0.9532879821297263,0.00032010505674406886
4.0,47.0,0.9569160995299584,0.00033340955269522965
4.0,48.0,0.9560090700515003,0.0006024979520589113
4.0,49.0,0.9532879816161262,0.00029827409889549017
