Model_Id,Epoch,Valid_Acc,Loss
2.0,0.0,0.8619047621750777,0.2923631966114044
2.0,1.0,0.890022674980077,0.14842957258224487
2.0,2.0,0.8968253960685124,0.16063706576824188
2.0,3.0,0.9145124706281286,0.047920726239681244
2.0,4.0,0.9138321987896009,0.02704811841249466
2.0,5.0,0.9204081622381058,0.042572781443595886
2.0,6.0,0.9126984116712125,0.006846494972705841
2.0,7.0,0.9256235817392396,0.06887836009263992
2.0,8.0,0.9356009070294785,0.008622383698821068
2.0,9.0,0.9328798185941043,0.0035061687231063843
2.0,10.0,0.9224489795918367,0.013741311617195606
2.0,11.0,0.9219954648526077,0.016802193596959114
2.0,12.0,0.9176870743433635,0.008172553032636642
2.0,13.0,0.9430839004970732,0.0025640809908509254
2.0,14.0,0.9333333328197332,0.01284280139952898
2.0,15.0,0.9213151919868798,0.037760164588689804
2.0,16.0,0.9351473922902495,0.007077974267303944
2.0,17.0,0.9444444436875601,0.002973588416352868
2.0,18.0,0.9235827656830249,0.001427467679604888
2.0,19.0,0.9326530612244898,0.0036130642984062433
2.0,20.0,0.9371882081031799,0.00440953066572547
2.0,21.0,0.9396825399528556,5.254401912679896e-05
2.0,22.0,0.9378684807256236,0.020293429493904114
2.0,23.0,0.9426303855145599,0.0015470045618712902
2.0,24.0,0.9299319727891157,0.0001419012260157615
2.0,25.0,0.9455782312925171,0.0005238319281488657
2.0,26.0,0.940362812061699,0.00010232929344056174
2.0,27.0,0.9405895689177135,4.581777466228232e-05
2.0,28.0,0.93129251679055,0.03189564868807793
2.0,29.0,0.9532879818594104,0.0551178902387619
2.0,30.0,0.9473922902494331,1.0470386087035877e-06
2.0,31.0,0.9528344671201814,0.003644387237727642
2.0,32.0,0.9482993197278912,0.020621655508875847
2.0,33.0,0.9371882088870959,0.004658532794564962
2.0,34.0,0.9371882081302115,0.0002833476464729756
2.0,35.0,0.9399092968088699,0.019462713971734047
2.0,36.0,0.9412698410535886,0.0018038208363577724
2.0,37.0,0.9458049889324474,8.32263394840993e-05
2.0,38.0,0.9435374149659864,0.0015969357918947935
2.0,39.0,0.9414965989097717,6.5378831095586065e-06
2.0,40.0,0.9394557812857249,0.006440666504204273
2.0,41.0,0.9408163265306122,3.215856122551486e-05
2.0,42.0,0.941269841026557,0.0002204657648690045
2.0,43.0,0.9358276639125245,0.00020233790564816445
2.0,44.0,0.9405895694313136,0.001014585024677217
2.0,45.0,0.9353741499301798,2.9570986953331158e-05
2.0,46.0,0.9267573691279439,4.913150405627675e-06
2.0,47.0,0.9476190476190476,2.4748002033447847e-05
2.0,48.0,0.9521541952816537,0.2882472276687622
2.0,49.0,0.930612244654675,1.1074746907979716e-05
