Model_Id,Epoch,Valid_Acc,Loss
1.0,0.0,0.688888889213268,0.8876567482948303
1.0,1.0,0.8344671202354691,0.45180368423461914
1.0,2.0,0.8693877546154722,0.21280953288078308
1.0,3.0,0.8848072562628593,0.304151326417923
1.0,4.0,0.8907029474132996,0.17382316291332245
1.0,5.0,0.8900226752503929,0.0748288556933403
1.0,6.0,0.8929705212986658,0.09562388807535172
1.0,7.0,0.8918367349641934,0.04406266286969185
1.0,8.0,0.9027210881920898,0.0757235437631607
1.0,9.0,0.9056689345106786,0.025295019149780273
1.0,10.0,0.903401360327965,0.07434053719043732
1.0,11.0,0.8900226747097613,0.04792353883385658
1.0,12.0,0.9154195014041027,0.049398064613342285
1.0,13.0,0.924489795161483,0.0390341654419899
1.0,14.0,0.8986394550254285,0.01072640996426344
1.0,15.0,0.9052154192848811,0.045811500400304794
1.0,16.0,0.8981859400158837,0.02271444723010063
1.0,17.0,0.9024943300385594,0.015464222058653831
1.0,18.0,0.9009070284512578,0.0012046017218381166
1.0,19.0,0.9265306125152138,0.05968112498521805
1.0,20.0,0.9083900216485368,0.002881912048906088
1.0,21.0,0.9040816329233771,0.02034630812704563
1.0,22.0,0.9138321998168011,0.028783654794096947
1.0,23.0,0.9190476185610505,0.002373185707256198
1.0,24.0,0.922222222492538,0.000472182990051806
1.0,25.0,0.9238095227823235,0.04845728352665901
1.0,26.0,0.9197278903995783,0.010367204435169697
1.0,27.0,0.9120181398326848,0.026177814230322838
1.0,28.0,0.9219954651229235,0.004702501930296421
1.0,29.0,0.9149659853673576,0.021762782707810402
1.0,30.0,0.914285713258514,0.0025187828578054905
1.0,31.0,0.9324263041251911,0.002317547332495451
1.0,32.0,0.9106575966421979,0.0017876245547086
1.0,33.0,0.9034013597873333,0.0035032981541007757
1.0,34.0,0.9247165522607816,0.004605866968631744
1.0,35.0,0.9077097503236091,0.007262414321303368
1.0,36.0,0.9179138319562622,0.022724833339452744
1.0,37.0,0.9272108846240573,0.000514319515787065
1.0,38.0,0.9043083892657914,0.007930013351142406
1.0,39.0,0.9185941032811898,0.0006063637556508183
1.0,40.0,0.926984126984127,0.003889196552336216
1.0,41.0,0.914739228268059,0.13376450538635254
1.0,42.0,0.9210884356444655,0.0009412569925189018
1.0,43.0,0.932426302827675,7.993270992301404e-05
1.0,44.0,0.9326530601972896,0.0002563615271355957
1.0,45.0,0.9328798175669041,3.9722322071611416e-06
1.0,46.0,0.9340136044149766,0.00012006532051600516
1.0,47.0,0.9344671204517218,4.569526936393231e-05
1.0,48.0,0.9349206338934347,2.286237031512428e-05
1.0,49.0,0.9340136044149766,3.133387872367166e-05
